mae_x_cm,mae_z_cm,mae_radius_cm,median_radius_cm,p90_radius_cm,rmse_radius_cm,bias_x_cm,bias_z_cm,k,metric,normalization,weighting,virtual_quadrants,training_events,reference_events,test_events
0.9862079799999999,0.99444276,1.6014999656902082,1.1903778877042366,3.1900824023684184,2.150081848854152,-0.013304751999999958,0.02779239800000004,1,euclidean,l1,inverse2,False,10000,10000,1000
0.992560884,1.033123062,1.6358613181462671,1.2585846391747455,3.3045321820153624,2.0419364330114655,-0.08883600199999997,-0.05583260199999996,32,euclidean,l1,uniform,False,10000,10000,1000
1.18129959,1.162950874,1.895711249184697,1.4389079654388097,3.8016862869648484,2.5045581216598043,0.05169524800000004,0.008792398000000042,1,euclidean,sqrt_l1,uniform,False,10000,10000,1000
1.18129959,1.162950874,1.895711249184697,1.4389079654388097,3.8016862869648484,2.5045581216598043,0.05169524800000004,0.008792398000000042,1,euclidean,sqrt_l1,inverse,False,10000,10000,1000
1.18129959,1.162950874,1.895711249184697,1.4389079654388097,3.8016862869648484,2.5045581216598043,0.05169524800000004,0.008792398000000042,1,euclidean,sqrt_l1,inverse2,False,10000,10000,1000
1.3667505856817976,1.3426284462587679,2.188475287262412,1.651269541464151,4.698557758809042,2.9337809749842174,-0.08207885595100721,-0.01606853409918015,32,euclidean,log1p,inverse2,False,10000,10000,1000
1.3700249135999332,1.3578595909586093,2.198843290105107,1.6680906043964363,4.749864528803788,2.88992655221373,-0.07320334330796617,-0.02377953145308069,32,euclidean,log1p,inverse,False,10000,10000,1000
1.3882070408375717,1.3431482058453084,2.2011445643548977,1.6990867774616227,4.532047608666714,2.9797473676193484,-0.06391869304644976,-0.015302007403543778,24,euclidean,log1p,inverse2,False,10000,10000,1000
1.3928188372381074,1.3527317782811303,2.2098976454635495,1.704810646912498,4.563791734505509,2.935442098495443,-0.056588880191725616,-0.020591676477537162,24,euclidean,log1p,inverse,False,10000,10000,1000
1.388370728,1.387303962,2.232071537457961,1.6886491623740525,4.773608374814462,2.9890782437207273,-0.046367251999999956,-0.04411385199999994,32,euclidean,log1p,uniform,False,10000,10000,1000
1.4095869553333331,1.3766742086666666,2.235445066192451,1.7085811916417084,4.6220488766250405,2.9577696152008564,-0.03313808533333341,-0.03641593533333331,24,euclidean,log1p,uniform,False,10000,10000,1000
1.4285539229648576,1.3902718755520196,2.250379003744697,1.7345159448851941,4.679596608118934,3.077394325978589,-0.058674675443654706,-0.02644172452750055,16,euclidean,log1p,inverse2,False,10000,10000,1000
1.435870758289867,1.39737023861049,2.261231423749093,1.733795448379459,4.6786775543735155,3.0767078411265456,-0.05667932783863225,-0.028365477482748713,16,euclidean,log1p,inverse,False,10000,10000,1000
1.4445379299999999,1.4090676020000001,2.277052236824249,1.7481176226765782,4.703102054930555,3.074091020553407,-0.05249225199999995,-0.02670760199999995,16,euclidean,log1p,uniform,False,10000,10000,1000
1.444024554785382,1.4161012720260457,2.2785445884677826,1.7639471802134048,4.571398287308681,3.0902307073719943,-0.047832641570311925,-0.026944943598406212,12,euclidean,log1p,inverse2,False,10000,10000,1000
1.4523298878588722,1.4245455899800226,2.2902436119302894,1.780968541004183,4.6079463016805695,3.0995335348887165,-0.045136638759725005,-0.028739158460939336,12,euclidean,log1p,inverse,False,10000,10000,1000
1.4629024679999998,1.44855605,2.31748517391807,1.808597795566951,4.623472228993669,3.1621398320678145,-0.04088808533333317,-0.016790935333333402,12,euclidean,log1p,uniform,False,10000,10000,1000
1.5153576240685551,1.4761326891840623,2.3799623611096075,1.8939590919131728,4.670807936456395,3.272419624897366,-0.0826991900002983,0.03320661984964847,8,euclidean,log1p,inverse2,False,10000,10000,1000
1.52115527434715,1.4813232732705597,2.3878704955773418,1.8901958958134109,4.669314404052267,3.2803534195991846,-0.08144461697890164,0.035133981732595396,8,euclidean,log1p,inverse,False,10000,10000,1000
1.532050876,1.5043573719999999,2.4137594193665493,1.8987525987108431,4.699580296988072,3.3456450941144498,-0.08342975199999998,0.05279239800000006,8,euclidean,log1p,uniform,False,10000,10000,1000
1.646035347998035,1.5887477719138843,2.5737723632700145,2.089070519402221,5.089215625329995,3.317403718229965,-0.06647681265860307,0.007352531169467755,5,euclidean,log1p,inverse2,False,10000,10000,1000
1.6569665216408611,1.5912816246579002,2.583551790829545,2.084371886286176,5.079050944080952,3.3269856033969094,-0.06385423718060411,0.0059930186968733395,5,euclidean,log1p,inverse,False,10000,10000,1000
1.670616344,1.6076191239999997,2.608054238501811,2.1043192401015074,5.113170847783529,3.3673157763375987,-0.06030475199999992,0.0165923979999999,5,euclidean,log1p,uniform,False,10000,10000,1000
1.8114867492590219,1.7645457714687791,2.844620101367247,2.29470989312248,5.37686842984133,3.677944049282496,-0.09667661633952188,0.05262863962602053,3,euclidean,log1p,inverse2,False,10000,10000,1000
1.817549771521366,1.7684225683285952,2.8530987420139615,2.316047535306419,5.410225216791019,3.6873260013222215,-0.09466231200637934,0.05482303334148135,3,euclidean,log1p,inverse,False,10000,10000,1000
1.8265932313333333,1.7798799973333332,2.8698250195176325,2.3526246031011633,5.461321803646041,3.703993757988333,-0.09397141866666663,0.06179239799999996,3,euclidean,log1p,uniform,False,10000,10000,1000
2.4208542680000003,2.4705478039999997,3.8816016456682454,3.241538035584777,7.23486947068423,4.801789799936278,-0.16230475199999994,0.006792398000000062,1,euclidean,log1p,uniform,False,10000,10000,1000
2.4208542680000003,2.4705478039999997,3.8816016456682454,3.241538035584777,7.23486947068423,4.801789799936278,-0.16230475199999994,0.006792398000000062,1,euclidean,log1p,inverse,False,10000,10000,1000
2.4208542680000003,2.4705478039999997,3.8816016456682454,3.241538035584777,7.23486947068423,4.801789799936278,-0.16230475199999994,0.006792398000000062,1,euclidean,log1p,inverse2,False,10000,10000,1000
