channel,energy_keV,counts,count_rate_cps
794,2109.207029,4,5.066176936e-05
795,2112.145536,6,7.599265404e-05
796,2115.084779,4,5.066176936e-05
797,2118.024757,2,2.533088468e-05
798,2120.965472,6,7.599265404e-05
799,2123.906923,5,6.33272117e-05
800,2126.849110,7,8.865809638e-05
801,2129.792033,5,6.33272117e-05
802,2132.735693,7,8.865809638e-05
803,2135.680088,5,6.33272117e-05
804,2138.625219,2,2.533088468e-05
805,2141.571086,5,6.33272117e-05
806,2144.517689,5,6.33272117e-05
807,2147.465028,3,3.799632702e-05
808,2150.413104,6,7.599265404e-05
809,2153.361915,4,5.066176936e-05
810,2156.311462,4,5.066176936e-05
811,2159.261746,3,3.799632702e-05
812,2162.212765,2,2.533088468e-05
813,2165.164521,2,2.533088468e-05
814,2168.117012,4,5.066176936e-05
815,2171.070240,2,2.533088468e-05
816,2174.024203,3,3.799632702e-05
817,2176.978903,6,7.599265404e-05
818,2179.934338,7,8.865809638e-05
819,2182.890510,2,2.533088468e-05
820,2185.847418,3,3.799632702e-05
821,2188.805061,2,2.533088468e-05
822,2191.763441,2,2.533088468e-05
823,2194.722557,0,0
824,2197.682408,2,2.533088468e-05
825,2200.642996,1,1.266544234e-05
826,2203.604320,2,2.533088468e-05
827,2206.566380,3,3.799632702e-05
828,2209.529176,2,2.533088468e-05
829,2212.492708,3,3.799632702e-05
830,2215.456976,1,1.266544234e-05
831,2218.421980,3,3.799632702e-05
832,2221.387720,2,2.533088468e-05
833,2224.354196,2,2.533088468e-05
834,2227.321408,1,1.266544234e-05
835,2230.289356,4,5.066176936e-05
836,2233.258040,3,3.799632702e-05
837,2236.227461,3,3.799632702e-05
838,2239.197617,2,2.533088468e-05
839,2242.168509,2,2.533088468e-05
840,2245.140137,0,0
841,2248.112502,2,2.533088468e-05
842,2251.085602,3,3.799632702e-05
843,2254.059438,2,2.533088468e-05
844,2257.034011,2,2.533088468e-05
845,2260.009319,2,2.533088468e-05
846,2262.985364,3,3.799632702e-05
847,2265.962144,4,5.066176936e-05
848,2268.939661,0,0
849,2271.917913,0,0
850,2274.896902,1,1.266544234e-05
851,2277.876627,1,1.266544234e-05
852,2280.857087,3,3.799632702e-05
853,2283.838284,2,2.533088468e-05
854,2286.820217,2,2.533088468e-05
855,2289.802886,1,1.266544234e-05
856,2292.786290,0,0
857,2295.770431,0,0
858,2298.755308,2,2.533088468e-05
859,2301.740921,3,3.799632702e-05
860,2304.727270,3,3.799632702e-05
861,2307.714355,1,1.266544234e-05
862,2310.702176,1,1.266544234e-05
863,2313.690733,1,1.266544234e-05
864,2316.680026,0,0
865,2319.670055,0,0
866,2322.660820,2,2.533088468e-05
867,2325.652321,0,0
868,2328.644559,0,0
869,2331.637532,0,0
870,2334.631241,3,3.799632702e-05
871,2337.625686,2,2.533088468e-05
872,2340.620868,3,3.799632702e-05
873,2343.616785,3,3.799632702e-05
874,2346.613438,1,1.266544234e-05
875,2349.610828,0,0
876,2352.608953,0,0
877,2355.607815,1,1.266544234e-05
878,2358.607412,1,1.266544234e-05
879,2361.607746,3,3.799632702e-05
880,2364.608815,1,1.266544234e-05
881,2367.610621,1,1.266544234e-05
882,2370.613163,0,0
883,2373.616440,4,5.066176936e-05
884,2376.620454,3,3.799632702e-05
885,2379.625204,1,1.266544234e-05
886,2382.630690,2,2.533088468e-05
887,2385.636911,1,1.266544234e-05
888,2388.643869,2,2.533088468e-05
889,2391.651563,2,2.533088468e-05
890,2394.659993,1,1.266544234e-05
891,2397.669159,1,1.266544234e-05
892,2400.679061,2,2.533088468e-05
893,2403.689699,1,1.266544234e-05
894,2406.701073,2,2.533088468e-05
895,2409.713183,1,1.266544234e-05
896,2412.726029,1,1.266544234e-05
897,2415.739611,3,3.799632702e-05
898,2418.753929,0,0
899,2421.768983,0,0
900,2424.784774,1,1.266544234e-05
901,2427.801300,1,1.266544234e-05
902,2430.818562,1,1.266544234e-05
903,2433.836560,1,1.266544234e-05
904,2436.855295,1,1.266544234e-05
905,2439.874765,1,1.266544234e-05
906,2442.894972,1,1.266544234e-05
907,2445.915914,4,5.066176936e-05
908,2448.937592,1,1.266544234e-05
909,2451.960007,1,1.266544234e-05
910,2454.983157,2,2.533088468e-05
911,2458.007044,2,2.533088468e-05
912,2461.031667,1,1.266544234e-05
913,2464.057025,1,1.266544234e-05
914,2467.083120,2,2.533088468e-05
915,2470.109951,1,1.266544234e-05
916,2473.137517,2,2.533088468e-05
917,2476.165820,3,3.799632702e-05
918,2479.194859,2,2.533088468e-05
919,2482.224634,1,1.266544234e-05
920,2485.255145,1,1.266544234e-05
921,2488.286391,3,3.799632702e-05
922,2491.318374,3,3.799632702e-05
923,2494.351093,1,1.266544234e-05
924,2497.384548,1,1.266544234e-05
925,2500.418739,2,2.533088468e-05
926,2503.453666,0,0
927,2506.489329,2,2.533088468e-05
928,2509.525728,1,1.266544234e-05
929,2512.562864,2,2.533088468e-05
930,2515.600735,0,0
931,2518.639342,1,1.266544234e-05
932,2521.678685,1,1.266544234e-05
933,2524.718765,1,1.266544234e-05
934,2527.759580,0,0
935,2530.801131,1,1.266544234e-05
936,2533.843418,2,2.533088468e-05
937,2536.886442,1,1.266544234e-05
938,2539.930201,1,1.266544234e-05
939,2542.974697,1,1.266544234e-05
940,2546.019928,5,6.33272117e-05
941,2549.065896,5,6.33272117e-05
942,2552.112599,2,2.533088468e-05
943,2555.160039,1,1.266544234e-05
944,2558.208215,0,0
945,2561.257126,1,1.266544234e-05
946,2564.306774,1,1.266544234e-05
947,2567.357158,0,0
948,2570.408277,1,1.266544234e-05
949,2573.460133,1,1.266544234e-05
950,2576.512725,1,1.266544234e-05
951,2579.566053,0,0
952,2582.620117,1,1.266544234e-05
953,2585.674917,1,1.266544234e-05
954,2588.730452,2,2.533088468e-05
955,2591.786724,1,1.266544234e-05
956,2594.843732,0,0
957,2597.901476,0,0
958,2600.959957,1,1.266544234e-05
959,2604.019173,1,1.266544234e-05
960,2607.079125,2,2.533088468e-05
961,2610.139813,2,2.533088468e-05
962,2613.201237,0,0
963,2616.263397,1,1.266544234e-05
964,2619.326294,2,2.533088468e-05
965,2622.389926,0,0
966,2625.454294,0,0
967,2628.519399,1,1.266544234e-05
968,2631.585239,0,0
969,2634.651815,1,1.266544234e-05
970,2637.719128,1,1.266544234e-05
971,2640.787176,0,0
972,2643.855961,1,1.266544234e-05
973,2646.925481,0,0
974,2649.995738,0,0
975,2653.066730,1,1.266544234e-05
976,2656.138459,1,1.266544234e-05
977,2659.210924,2,2.533088468e-05
978,2662.284124,0,0
979,2665.358061,2,2.533088468e-05
980,2668.432734,2,2.533088468e-05
981,2671.508143,3,3.799632702e-05
982,2674.584288,2,2.533088468e-05
983,2677.661168,2,2.533088468e-05
984,2680.738785,2,2.533088468e-05
985,2683.817138,0,0
986,2686.896227,2,2.533088468e-05
987,2689.976052,3,3.799632702e-05
988,2693.056613,0,0
989,2696.137910,1,1.266544234e-05
990,2699.219943,2,2.533088468e-05
991,2702.302713,0,0
992,2705.386218,2,2.533088468e-05
993,2708.470459,0,0
994,2711.555436,0,0
995,2714.641149,1,1.266544234e-05
996,2717.727599,0,0
997,2720.814784,0,0
998,2723.902705,2,2.533088468e-05
999,2726.991363,0,0
1000,2730.080756,0,0
1001,2733.170885,1,1.266544234e-05
1002,2736.261751,1,1.266544234e-05
1003,2739.353352,0,0
1004,2742.445690,1,1.266544234e-05
1005,2745.538763,1,1.266544234e-05
1006,2748.632573,1,1.266544234e-05
1007,2751.727119,0,0
1008,2754.822400,3,3.799632702e-05
1009,2757.918418,1,1.266544234e-05
1010,2761.015172,0,0
1011,2764.112662,0,0
1012,2767.210887,0,0
1013,2770.309849,1,1.266544234e-05
1014,2773.409547,0,0
1015,2776.509981,0,0
1016,2779.611151,1,1.266544234e-05
1017,2782.713057,1,1.266544234e-05
1018,2785.815699,0,0
1019,2788.919077,1,1.266544234e-05
1020,2792.023191,1,1.266544234e-05
1021,2795.128041,2,2.533088468e-05
1022,2798.233627,0,0
1023,2801.339949,1131,0.01432461529
