mean_err_r_cm,median_err_r_cm,p68_err_r_cm,p90_err_r_cm,p95_err_r_cm,rmse_err_r_cm,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,feature_group,n_features,k,metric,normalization,weighting,training_events,training_positions,test_events
1.8061025933198624,1.5298407383775874,2.091648437535878,3.5702371895190517,4.411489361813542,2.1975552720289087,-0.016973070199836713,1.6599466571018582,0.014918771720736487,1.441578713226442,all,32,24,euclidean,sqrt_l1,inverse,2560,256,1000
1.8578316793282679,1.5072439607068007,2.0998973296825496,3.641990465632041,4.5434874542236745,2.3056465221257034,0.13093516699999802,1.706933602512561,0.08191930833333143,1.543964448784754,all,32,12,euclidean,l1,uniform,2560,256,1000
1.891927686305724,1.5301299200391847,2.1326800702838065,3.8310910206371345,4.553169047316673,2.336043964576608,0.13464610449999995,1.74430378029438,0.09878128750000002,1.5466263475724518,all,32,16,euclidean,l1,uniform,2560,256,1000
1.9129841622670538,1.5550464362009602,2.1359505726080177,3.6634832361276275,4.660921767786824,2.3839465675689504,0.059614277412175024,1.7550086920525299,0.04951065005855513,1.613326823756639,all,32,3,euclidean,l1,inverse,2560,256,1000
1.9096793476752423,1.5567656582212481,2.1378153386390353,3.6356001962551496,4.662067004091418,2.379377064317757,0.059451435683447025,1.7510296643459486,0.04608045712487507,1.6110039993182763,all,32,3,euclidean,l1,inverse2,2560,256,1000
1.9202331576089586,1.5573503014491576,2.1443362735711267,3.6785350218355757,4.741714883989646,2.3950638642807434,0.05958100033333222,1.7645196212810526,0.053013058333332176,1.619313696132832,all,32,3,euclidean,l1,uniform,2560,256,1000
1.8347253744800496,1.4987671010737027,2.1469784176245046,3.6212424500506133,4.406941450045656,2.2352034040934656,0.003362993183217611,1.6827487975005533,0.022487398184107173,1.4727438226874259,all,32,32,euclidean,sqrt_l1,inverse2,2560,256,1000
1.886319540808844,1.532962820421972,2.170477474816671,3.8543561316647286,4.535875793557814,2.321043263937559,0.12253422593706496,1.7376549100255034,0.09349150814688412,1.5327787849205248,all,32,24,euclidean,l1,inverse2,2560,256,1000
1.858142241871997,1.5220325044870584,2.1743534323839464,3.6654170527206134,4.433223982764375,2.2610860623325837,0.005544205198275815,1.7009410411196662,0.026651063910998612,1.4912027442774007,all,32,32,euclidean,sqrt_l1,inverse,2560,256,1000
1.881098238365365,1.545378762112434,2.2007709959143074,3.696840276925591,4.510300867851112,2.286659110255587,0.007595323249999939,1.7189336015950742,0.03051956875000001,1.509410838909544,all,32,32,euclidean,sqrt_l1,uniform,2560,256,1000
1.9489005718270522,1.629906036528409,2.227021665851105,3.5536380862875734,4.580225341039101,2.3642287622429485,-0.004869627558259801,1.7737195531519991,-0.058691286286336464,1.5638477891359557,all,32,3,euclidean,sqrt_l1,inverse2,2560,256,1000
1.9530954491132642,1.6376467560496848,2.2281393461780543,3.565209440688313,4.747097866349015,2.368584117257597,-0.004935786467889039,1.776319012291859,-0.059602282837515286,1.5674555557145775,all,32,3,euclidean,sqrt_l1,inverse,2560,256,1000
1.9592840327376426,1.6495404910213223,2.2395745586604616,3.5777102278412563,4.7438891866221455,2.3750980696325565,-0.00500233300000146,1.780494864889786,-0.06052860833333483,1.5725403606460933,all,32,3,euclidean,sqrt_l1,uniform,2560,256,1000
1.9500846243906966,1.5881857452080617,2.2497622257227983,3.9168274485055896,4.706667852248907,2.3870557317488323,0.13022057971606488,1.7899830956872136,0.10114827064436713,1.5724133473138338,all,32,24,euclidean,l1,inverse,2560,256,1000
1.962926912709492,1.62565612318985,2.2702092122161384,3.93700980645698,4.759064169798878,2.3945508447700155,0.13372252948801294,1.7923642112151024,0.10494586177210813,1.5805440907601336,all,32,32,euclidean,l1,inverse2,2560,256,1000
2.0199681041167374,1.6646328577117104,2.336603761111586,3.9925492768814355,4.862733043621051,2.4625346752809056,0.13601329199999793,1.8490374131038583,0.10717972499999803,1.6190091701096798,all,32,24,euclidean,l1,uniform,2560,256,1000
2.0601961606412615,1.7112538430305126,2.366819570124185,4.070482040262383,4.934154536590718,2.497221680242603,0.14191994894787002,1.872497311742897,0.11344011639489215,1.6441013719890025,all,32,32,euclidean,l1,inverse,2560,256,1000
2.1641052696273864,1.8188362125209223,2.486727300931104,4.309902298585263,5.1311192203561475,2.6108267817294077,0.14743907324999994,1.9606443756870162,0.11948441250000003,1.7155356306410634,all,32,32,euclidean,l1,uniform,2560,256,1000
2.297109173155955,1.864804725077502,2.498951808113184,4.386618841825436,5.578933599303039,2.8905906386709788,0.07624766699999995,2.113085227405969,0.004054725000000015,1.9730466179764181,all,32,1,euclidean,l1,uniform,2560,256,1000
2.297109173155955,1.864804725077502,2.498951808113184,4.386618841825436,5.578933599303039,2.8905906386709788,0.07624766699999995,2.113085227405969,0.004054725000000015,1.9730466179764181,all,32,1,euclidean,l1,inverse,2560,256,1000
2.297109173155955,1.864804725077502,2.498951808113184,4.386618841825436,5.578933599303039,2.8905906386709788,0.07624766699999995,2.113085227405969,0.004054725000000015,1.9730466179764181,all,32,1,euclidean,l1,inverse2,2560,256,1000
2.6199704033332196,1.8926623491985235,2.7410651979776315,5.826224997070087,7.376316874894345,3.4395799874581545,-0.08633539716972731,2.367185085606518,0.006621869080012502,2.4962937845009727,face,16,5,euclidean,sqrt_l1,inverse2,2560,256,1000
2.6249190755692444,1.903064144022288,2.77854753635615,5.923940277615336,7.378491522275961,3.4375472081352982,-0.08489320987851084,2.3632617678792376,0.010497989237992307,2.4972442401086523,face,16,5,euclidean,sqrt_l1,inverse,2560,256,1000
