method,n_events,mean_radial_err_cm,median_radial_err_cm,p68_radial_err_cm,p95_radial_err_cm,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm
kNN,1000.0,4.6412520438018845,3.2211632074004477,4.7088419879414065,14.124245057643394,-0.22145832512345656,4.525515559115337,-0.06107697811620268,4.455313025510909
projection centroid,1000.0,17.018304691190043,13.468987430648285,20.450621849804076,42.97702031854988,-0.15411023467942966,14.981272375379596,-0.6306425948790533,14.945529084486703
