reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
templates,5,euclidean,sqrt,inverse,1000,-1.0015319029637735,4.3715571281355,-0.8157451993035031,4.59954106733327,3.691452346530806,5.6019584810889995,13.866254879553434
templates,5,euclidean,sqrt,uniform,1000,-1.0088888029999996,4.3786195610730605,-0.8223256469999997,4.605745326835619,3.674715800707411,5.616795914866979,13.89897429977313
events,16,euclidean,log1p,inverse2,1000,-0.16468708429864154,4.65718795019048,0.034339296708338705,4.680557777058681,3.9442812448081805,5.61953103748854,13.767278477107823
events,16,euclidean,log1p,inverse,1000,-0.16368043120547196,4.665713808494285,0.030307790123057517,4.687823115843463,3.9532111634850193,5.633615063878968,13.729785293509162
templates,8,euclidean,sqrt,inverse2,1000,-1.1614049612483468,4.359173463712332,-0.9053359967400626,4.540813819545109,3.991973199645783,5.646434116519076,13.533092328164086
templates,8,euclidean,sqrt,inverse,1000,-1.179573785112487,4.37167461451831,-0.9183125809861569,4.551019981638695,4.06963197298874,5.685218934168849,13.536477905459753
events,16,euclidean,log1p,uniform,1000,-0.16263845349999997,4.674667304233862,0.026651837375000015,4.6955410422887764,3.9612963879985,5.692272647107922,13.768338411133056
events,8,euclidean,log1p,inverse2,1000,-0.20818103936135912,4.761446576078797,0.0945063554389044,4.763156877712848,4.03599109674778,5.704362455470369,13.661045688334333
templates,12,euclidean,none,uniform,1000,-0.9072724376666667,4.177316986502747,-0.7472748395000001,4.3646428009645755,4.152573052950059,5.709910288597243,12.228796860628247
templates,8,euclidean,sqrt,uniform,1000,-1.1976766385,4.385326877471473,-0.9311135407499999,4.562301327658762,4.124289680007282,5.718648017985515,13.549178366587636
events,8,euclidean,log1p,inverse,1000,-0.20948091447379275,4.771145190808642,0.09094982419800114,4.766864557308784,4.007892423072047,5.731256992437071,13.731796126439551
templates,3,euclidean,l1,inverse2,1000,0.5980268024282709,5.5502215331631675,0.7754588877924747,5.951725396851525,3.9328604734081787,5.7411788912733135,15.389369859113993
events,24,euclidean,log1p,inverse2,1000,-0.18055565185060093,4.605812555743664,0.07694279192661999,4.662522562649784,3.9342519124048203,5.748247885674073,13.43363063745081
events,8,euclidean,log1p,uniform,1000,-0.21055504850000012,4.782437852679992,0.08744718924999997,4.771866864991577,4.010783917290759,5.751953762001163,13.803030206259153
templates,16,euclidean,none,inverse,1000,-0.978075663511214,4.183313822491505,-0.8317409717884613,4.382892389062592,4.274971278839686,5.759908087807403,12.219010385364204
templates,1,euclidean,sqrt,inverse,1000,-0.874949781,4.9517533471767585,-0.48111335699999996,5.225396613621635,4.079669611254819,5.766318019660271,15.29140022628797
templates,1,euclidean,sqrt,inverse2,1000,-0.874949781,4.9517533471767585,-0.48111335699999996,5.225396613621635,4.079669611254819,5.766318019660271,15.29140022628797
templates,1,euclidean,sqrt,uniform,1000,-0.874949781,4.9517533471767585,-0.48111335699999996,5.225396613621635,4.079669611254819,5.766318019660271,15.29140022628797
templates,12,euclidean,sqrt,inverse2,1000,-1.2445729604180529,4.415255191302793,-1.0056970119042488,4.562481346899711,4.120032990894644,5.77117512857939,13.13316661672874
templates,3,euclidean,l1,inverse,1000,0.591545943927156,5.558941917298443,0.758522973272118,5.960891999585967,4.034706039902858,5.778319845251777,15.36888657296812
events,24,euclidean,log1p,uniform,1000,-0.18164106516666675,4.620010961159229,0.07658875091666648,4.678459937706402,3.9417750823067728,5.782557204936361,13.700883026762899
templates,24,euclidean,none,inverse2,1000,-1.0827741389959529,4.1770444902821335,-0.9938945795165702,4.378530257650332,4.388620939278438,5.799358969671888,12.412521443733535
events,24,euclidean,log1p,inverse,1000,-0.18111070151766182,4.612859267840946,0.07657304813992864,4.670419523564285,3.922814511996341,5.80210938759668,13.560150112245518
events,32,euclidean,log1p,inverse,1000,-0.2012797773152811,4.626020348005863,0.04493654384810131,4.635667835525824,3.9235998225169118,5.824392699599278,13.77861023584429
events,12,euclidean,log1p,inverse2,1000,-0.18630680698663332,4.705524476557385,0.01216113535607478,4.741490162520204,4.018590159235433,5.8274048400339495,13.869015673822453
events,12,euclidean,log1p,uniform,1000,-0.18530257016666676,4.725038099039093,-0.0008103336666665087,4.760126302280974,3.9713017901239187,5.833640795349654,14.006825082197812
templates,5,euclidean,l1,inverse2,1000,0.5936228075796943,5.482316314087677,0.7639664060813264,6.003606469096189,4.007260498710931,5.843164282855156,15.185772732023306
events,12,euclidean,log1p,inverse,1000,-0.18584988543710768,4.714869877779125,0.005531493741181507,4.750412344672817,4.013953447459631,5.843822344653182,13.888222898796192
events,32,euclidean,log1p,inverse2,1000,-0.19953770526144085,4.617443680745481,0.0469941144644054,4.628387486714208,3.896211504621305,5.844769415482072,13.662410454863988
templates,3,euclidean,l1,uniform,1000,0.5836368956666665,5.570481457189463,0.7411089263333331,5.973323837043461,4.0901766545878315,5.852092412837457,15.317250516977056
events,32,euclidean,log1p,uniform,1000,-0.2029794356875,4.634562943543728,0.043223840500000034,4.642855936134253,3.945388042887992,5.874363086329435,13.816732461893752
templates,12,euclidean,sqrt,inverse,1000,-1.271225301043307,4.434219982323558,-1.0255525867025963,4.578549802126435,4.1563718355446175,5.8828510877628775,13.132458087749331
templates,16,euclidean,none,uniform,1000,-1.073055242875,4.261638397163962,-0.9216435651249999,4.4572099587467235,4.461319081107503,5.930293296053676,12.246798426134157
events,48,euclidean,log1p,inverse2,1000,-0.21539708374822755,4.636898604542173,0.017812343799595155,4.662892307535575,4.084983114583702,5.936616858886423,13.721244131526968
templates,12,euclidean,sqrt,uniform,1000,-1.2971716093333334,4.454420038974778,-1.044749867,4.596012640666536,4.219729428581383,5.957344622955513,13.147260856794293
