reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
events,3,cosine,l1,inverse2,1000,0.0575979570390085,2.696551109334835,0.11086848851232937,2.885180576346541,2.695914672752069,3.5881205335117787,7.595363905580553
events,3,cosine,none,inverse2,1000,0.0575979570390073,2.6965511093348353,0.1108684885123292,2.885180576346541,2.695914672752053,3.5881205335118027,7.595363905580556
templates,3,cosine,sqrt_l1,inverse2,1000,-0.028361082552264726,2.6113182832486506,0.03078266418898724,2.586333339514368,2.6311378313812703,3.5906361626308767,6.833135224454629
templates,3,cosine,sqrt,inverse2,1000,-0.028361082552264934,2.611318283248651,0.03078266418898722,2.5863333395143675,2.63113783138127,3.590636162630894,6.833135224454629
events,5,cosine,none,inverse,1000,0.050457368079460364,2.596937553102471,0.07027232434622714,2.730780160014479,2.5746241873830895,3.594837230062992,7.124867302637674
events,5,cosine,l1,inverse,1000,0.05045736807946092,2.5969375531024705,0.07027232434622704,2.7307801600144783,2.574624187383091,3.5948372300629967,7.124867302637673
templates,24,cosine,none,inverse2,1000,-0.028396877941145496,2.644527030027543,0.07269658199505405,2.731789429885246,2.5576191767176164,3.5954404752469125,7.271048797701228
templates,24,cosine,l1,inverse2,1000,-0.02839687794114908,2.6445270300275445,0.07269658199505219,2.7317894298852496,2.557619176717585,3.5954404752469244,7.2710487977012015
templates,5,cosine,none,uniform,1000,0.019596133000000036,2.582029138734025,0.07949294700000005,2.7085375433456083,2.71649572446728,3.5968860043118576,7.254734127078165
templates,5,cosine,l1,uniform,1000,0.019596133000000036,2.582029138734025,0.07949294700000005,2.7085375433456083,2.71649572446728,3.5968860043118576,7.254734127078165
templates,3,euclidean,sqrt,inverse,1000,-0.030197906222346683,2.3815202922424246,0.061155807976038916,2.581882998494738,2.6718243591962283,3.6006260891376423,6.53339897029141
templates,8,cosine,l1,inverse,1000,-0.017009976112313255,2.566729961935625,0.06192460465330878,2.688819338865482,2.553977039691901,3.6012357584099264,7.009176421969944
templates,8,cosine,none,inverse,1000,-0.017009976112311236,2.566729961935624,0.06192460465330949,2.6888193388654793,2.5539770396919064,3.601235758409927,7.009176421969952
templates,8,euclidean,sqrt,uniform,1000,-0.09767640974999982,2.461333609204683,0.047674678000000054,2.6236050552994215,2.5931685131081164,3.602605780511993,6.649038438447342
templates,3,euclidean,sqrt,uniform,1000,-0.029494821000000088,2.3891818594244,0.06232125966666669,2.589554558244603,2.6920001699642127,3.60397557913392,6.524789476726656
templates,5,cosine,sqrt_l1,inverse2,1000,-0.030017482082972856,2.606378269098233,0.0741444372818056,2.5242960639986944,2.6510951699143135,3.61022226815871,6.863726938022946
templates,5,cosine,sqrt,inverse2,1000,-0.030017482082973317,2.6063782690982333,0.07414443728180607,2.524296063998694,2.6510951699143313,3.610222268158725,6.863726938022945
events,5,euclidean,sqrt,inverse,1000,-0.03681906376377791,2.4858528284693002,0.040662792158019795,2.5803797577854626,2.6275819372600804,3.6161744102971274,6.739103205097251
templates,1,cosine,none,inverse2,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
templates,1,cosine,l1,inverse2,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
templates,1,cosine,l1,inverse,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
templates,1,cosine,l1,uniform,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
templates,1,cosine,none,inverse,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
templates,1,cosine,none,uniform,1000,0.06747478900000005,2.8711721944190174,0.018886923000000066,2.841538620147622,2.6312979248736994,3.6211737992228703,8.249844912840699
events,5,euclidean,sqrt,uniform,1000,-0.03797926900000003,2.493418421069633,0.044947244999999934,2.5870215849996754,2.6359303898172026,3.6236218452042057,6.792936728443621
templates,3,cosine,sqrt_l1,inverse,1000,-0.026393123516793165,2.620290629740454,0.02804123463257457,2.600957645723933,2.6637416281238924,3.6272178141309,6.888887207766225
templates,3,cosine,sqrt,inverse,1000,-0.02639312351679333,2.620290629740454,0.02804123463257472,2.600957645723933,2.6637416281238973,3.627217814130908,6.888887207766226
templates,12,euclidean,l1,inverse,1000,-0.012565866744103073,2.568644107317525,0.09132353964002889,2.7194622958579444,2.640795610827955,3.6283308359005537,7.392968811821338
events,3,cosine,none,inverse,1000,0.058535502606419654,2.687727834384727,0.1175096537851798,2.883258283253192,2.702753882608053,3.632312226855878,7.583298779886832
events,3,cosine,l1,inverse,1000,0.0585355026064204,2.6877278343847264,0.11750965378517977,2.8832582832531917,2.7027538826080937,3.632312226855886,7.583298779886828
events,3,cosine,l1,uniform,1000,0.059394195666666656,2.6930835242875792,0.12393718299999994,2.8938665047825403,2.7518811073556178,3.634750693610948,7.588988879246686
events,3,cosine,none,uniform,1000,0.059394195666666656,2.6930835242875792,0.12393718299999994,2.8938665047825403,2.7518811073556178,3.634750693610948,7.588988879246686
templates,5,cosine,sqrt_l1,inverse,1000,-0.0281903983771901,2.6241291270791534,0.07586731524495269,2.545526648358227,2.6855088412204875,3.641440792435857,6.910201673443837
templates,5,cosine,sqrt,inverse,1000,-0.028190398377190097,2.6241291270791534,0.07586731524495294,2.5455266483582273,2.6855088412204866,3.64144079243586,6.910201673443843
events,16,cosine,l1,uniform,1000,0.03205829650000006,2.6129835754178696,0.07248521487499994,2.699144335148547,2.563311710821414,3.646595170627317,7.04530885049729
events,16,cosine,none,uniform,1000,0.03205829650000006,2.6129835754178696,0.07248521487499994,2.699144335148547,2.563311710821414,3.646595170627317,7.04530885049729
templates,12,euclidean,sqrt,inverse2,1000,-0.10719964299155639,2.5138559643317313,0.034976844496550995,2.6575435944925916,2.58810742389561,3.6484985842207087,6.821777898067285
